macamodel,rcp,zone,period,season,seasonal mean P (in)
IPSL-CM5A-LR,rcp45,Contributing Zone,1971-2000,Summer,8.786124893779037
IPSL-CM5A-MR,rcp45,Contributing Zone,1971-2000,Summer,9.16095609986516
IPSL-CM5B-LR,rcp45,Contributing Zone,1971-2000,Summer,8.575728296498104
MIROC-ESM-CHEM,rcp45,Contributing Zone,1971-2000,Summer,9.069610656678082
MIROC-ESM,rcp45,Contributing Zone,1971-2000,Summer,8.754946237776787
MIROC5,rcp45,Contributing Zone,1971-2000,Summer,8.739785956244997
MRI-CGCM3,rcp45,Contributing Zone,1971-2000,Summer,9.103469014774745
NorESM1-M,rcp45,Contributing Zone,1971-2000,Summer,8.89640132752302
bcc-csm1-1-m,rcp45,Contributing Zone,1950-2005,Summer,8.816551445937325
bcc-csm1-1,rcp45,Contributing Zone,1950-2005,Summer,8.983064558817869
BNU-ESM,rcp45,Contributing Zone,1950-2005,Summer,8.68985248176561
CanESM2,rcp45,Contributing Zone,1950-2005,Summer,8.93932016777407
CCSM4,rcp45,Contributing Zone,1950-2005,Summer,8.835729222112672
CNRM-CM5,rcp45,Contributing Zone,1950-2005,Summer,8.967179642166323
CSIRO-Mk3-6-0,rcp45,Contributing Zone,1950-2005,Summer,8.810781002783687
GFDL-ESM2G,rcp45,Contributing Zone,1950-2005,Summer,8.930488546776868
GFDL-ESM2M,rcp45,Contributing Zone,1950-2005,Summer,8.793182517881954
HadGEM2-CC365,rcp45,Contributing Zone,1950-2005,Summer,8.951736553084775
HadGEM2-ES365,rcp45,Contributing Zone,1950-2005,Summer,8.831549813099965
inmcm4,rcp45,Contributing Zone,1950-2005,Summer,8.99283454393744
IPSL-CM5A-LR,rcp45,Contributing Zone,1950-2005,Summer,9.00050744021077
IPSL-CM5A-MR,rcp45,Contributing Zone,1950-2005,Summer,8.939395258183593
IPSL-CM5B-LR,rcp45,Contributing Zone,1950-2005,Summer,8.855911377437105
MIROC-ESM-CHEM,rcp45,Contributing Zone,1950-2005,Summer,8.803078380104388
MIROC-ESM,rcp45,Contributing Zone,1950-2005,Summer,8.868604707331833
MIROC5,rcp45,Contributing Zone,1950-2005,Summer,8.800448784277032
MRI-CGCM3,rcp45,Contributing Zone,1950-2005,Summer,8.842890627386769
NorESM1-M,rcp45,Contributing Zone,1950-2005,Summer,8.860702131174696
bcc-csm1-1-m,rcp45,Contributing Zone,2010-2039,Summer,8.15454157842261
bcc-csm1-1,rcp45,Contributing Zone,2010-2039,Summer,6.922585573179716
BNU-ESM,rcp45,Contributing Zone,2010-2039,Summer,7.6523638356074395
CanESM2,rcp45,Contributing Zone,2010-2039,Summer,9.848361162047675
CCSM4,rcp45,Contributing Zone,2010-2039,Summer,9.957660725366969
CNRM-CM5,rcp45,Contributing Zone,2010-2039,Summer,9.075474154426857
CSIRO-Mk3-6-0,rcp45,Contributing Zone,2010-2039,Summer,10.319010387555508
GFDL-ESM2G,rcp45,Contributing Zone,2010-2039,Summer,8.651125083764828
GFDL-ESM2M,rcp45,Contributing Zone,2010-2039,Summer,9.403306033553005
HadGEM2-CC365,rcp45,Contributing Zone,2010-2039,Summer,9.862844964609298
HadGEM2-ES365,rcp45,Contributing Zone,2010-2039,Summer,7.256158831737351
inmcm4,rcp45,Contributing Zone,2010-2039,Summer,9.750830643490321
IPSL-CM5A-LR,rcp45,Contributing Zone,2010-2039,Summer,7.7907041911182064
IPSL-CM5A-MR,rcp45,Contributing Zone,2010-2039,Summer,9.86194243279918
IPSL-CM5B-LR,rcp45,Contributing Zone,2010-2039,Summer,9.406973659905224
MIROC-ESM-CHEM,rcp45,Contributing Zone,2010-2039,Summer,6.971738397582712
MIROC-ESM,rcp45,Contributing Zone,2010-2039,Summer,11.723956163113144
MIROC5,rcp45,Contributing Zone,2010-2039,Summer,9.41544850064177
MRI-CGCM3,rcp45,Contributing Zone,2010-2039,Summer,9.62348484596967
NorESM1-M,rcp45,Contributing Zone,2010-2039,Summer,9.813978245981115
bcc-csm1-1-m,rcp45,Contributing Zone,2040-2069,Summer,8.923973717977624
bcc-csm1-1,rcp45,Contributing Zone,2040-2069,Summer,7.8303077181154865
BNU-ESM,rcp45,Contributing Zone,2040-2069,Summer,7.573163335049058
CanESM2,rcp45,Contributing Zone,2040-2069,Summer,9.146383411155071
CCSM4,rcp45,Contributing Zone,2040-2069,Summer,8.18304873161607
CNRM-CM5,rcp45,Contributing Zone,2040-2069,Summer,10.180103379022071
CSIRO-Mk3-6-0,rcp45,Contributing Zone,2040-2069,Summer,11.757808192761576
GFDL-ESM2G,rcp45,Contributing Zone,2040-2069,Summer,8.225457806419843
GFDL-ESM2M,rcp45,Contributing Zone,2040-2069,Summer,11.104091528226913
HadGEM2-CC365,rcp45,Contributing Zone,2040-2069,Summer,8.086624312971296
HadGEM2-ES365,rcp45,Contributing Zone,2040-2069,Summer,7.153143959567828
inmcm4,rcp45,Contributing Zone,2040-2069,Summer,11.078340492879008
IPSL-CM5A-LR,rcp45,Contributing Zone,2040-2069,Summer,7.289249554485245
IPSL-CM5A-MR,rcp45,Contributing Zone,2040-2069,Summer,6.379964113421314
IPSL-CM5B-LR,rcp45,Contributing Zone,2040-2069,Summer,10.273066899193392
MIROC-ESM-CHEM,rcp45,Contributing Zone,2040-2069,Summer,7.744337229250908
MIROC-ESM,rcp45,Contributing Zone,2040-2069,Summer,10.898024217721792
MIROC5,rcp45,Contributing Zone,2040-2069,Summer,11.228812688750667
MRI-CGCM3,rcp45,Contributing Zone,2040-2069,Summer,11.75447745055304
NorESM1-M,rcp45,Contributing Zone,2040-2069,Summer,7.68952301662219
bcc-csm1-1-m,rcp45,Contributing Zone,2070-2099,Summer,6.699126606132091
bcc-csm1-1,rcp45,Contributing Zone,2070-2099,Summer,6.717047835790745
BNU-ESM,rcp45,Contributing Zone,2070-2099,Summer,6.889537235711493
CanESM2,rcp45,Contributing Zone,2070-2099,Summer,10.37873165711699
CCSM4,rcp45,Contributing Zone,2070-2099,Summer,7.920138500853597
CNRM-CM5,rcp45,Contributing Zone,2070-2099,Summer,9.90954307488146
CSIRO-Mk3-6-0,rcp45,Contributing Zone,2070-2099,Summer,11.259008939127716
GFDL-ESM2G,rcp45,Contributing Zone,2070-2099,Summer,6.73797315114282
GFDL-ESM2M,rcp45,Contributing Zone,2070-2099,Summer,11.115402982193553
HadGEM2-CC365,rcp45,Contributing Zone,2070-2099,Summer,8.099617703237175
HadGEM2-ES365,rcp45,Contributing Zone,2070-2099,Summer,8.55819544300637
inmcm4,rcp45,Contributing Zone,2070-2099,Summer,11.742228299890016
IPSL-CM5A-LR,rcp45,Contributing Zone,2070-2099,Summer,8.335133759427062
IPSL-CM5A-MR,rcp45,Contributing Zone,2070-2099,Summer,8.907916213792868
IPSL-CM5B-LR,rcp45,Contributing Zone,2070-2099,Summer,10.466458308286741
MIROC-ESM-CHEM,rcp45,Contributing Zone,2070-2099,Summer,8.770581628694387
MIROC-ESM,rcp45,Contributing Zone,2070-2099,Summer,10.8562306213874
MIROC5,rcp45,Contributing Zone,2070-2099,Summer,12.8796584533492
MRI-CGCM3,rcp45,Contributing Zone,2070-2099,Summer,9.600744619312977
NorESM1-M,rcp45,Contributing Zone,2070-2099,Summer,10.500531886215235
bcc-csm1-1-m,rcp85,Contributing Zone,1971-2000,Summer,9.798027331852158
bcc-csm1-1,rcp85,Contributing Zone,1971-2000,Summer,9.108292317334547
BNU-ESM,rcp85,Contributing Zone,1971-2000,Summer,8.039526796153392
CanESM2,rcp85,Contributing Zone,1971-2000,Summer,8.928456563042921
CCSM4,rcp85,Contributing Zone,1971-2000,Summer,9.156324181610886
CNRM-CM5,rcp85,Contributing Zone,1971-2000,Summer,8.79593673486686
CSIRO-Mk3-6-0,rcp85,Contributing Zone,1971-2000,Summer,8.999903938034496
GFDL-ESM2G,rcp85,Contributing Zone,1971-2000,Summer,8.778420132286161
GFDL-ESM2M,rcp85,Contributing Zone,1971-2000,Summer,9.372122631591134
HadGEM2-CC365,rcp85,Contributing Zone,1971-2000,Summer,9.412318407736866
HadGEM2-ES365,rcp85,Contributing Zone,1971-2000,Summer,9.628361785717567
inmcm4,rcp85,Contributing Zone,1971-2000,Summer,9.028880579907085
IPSL-CM5A-LR,rcp85,Contributing Zone,1971-2000,Summer,8.786124893779037
IPSL-CM5A-MR,rcp85,Contributing Zone,1971-2000,Summer,9.16095609986516
IPSL-CM5B-LR,rcp85,Contributing Zone,1971-2000,Summer,8.575728296498104
MIROC-ESM-CHEM,rcp85,Contributing Zone,1971-2000,Summer,9.069610656678082
MIROC-ESM,rcp85,Contributing Zone,1971-2000,Summer,8.754946237776787
MIROC5,rcp85,Contributing Zone,1971-2000,Summer,8.739785956244997
MRI-CGCM3,rcp85,Contributing Zone,1971-2000,Summer,9.103469014774745
NorESM1-M,rcp85,Contributing Zone,1971-2000,Summer,8.89640132752302
bcc-csm1-1-m,rcp85,Contributing Zone,1950-2005,Summer,8.816551445937325
bcc-csm1-1,rcp85,Contributing Zone,1950-2005,Summer,8.983064558817869
BNU-ESM,rcp85,Contributing Zone,1950-2005,Summer,8.68985248176561
CanESM2,rcp85,Contributing Zone,1950-2005,Summer,8.93932016777407
CCSM4,rcp85,Contributing Zone,1950-2005,Summer,8.835729222112672
CNRM-CM5,rcp85,Contributing Zone,1950-2005,Summer,8.967179642166323
CSIRO-Mk3-6-0,rcp85,Contributing Zone,1950-2005,Summer,8.810781002783687
GFDL-ESM2G,rcp85,Contributing Zone,1950-2005,Summer,8.930488546776868
GFDL-ESM2M,rcp85,Contributing Zone,1950-2005,Summer,8.793182517881954
HadGEM2-CC365,rcp85,Contributing Zone,1950-2005,Summer,8.951736553084775
HadGEM2-ES365,rcp85,Contributing Zone,1950-2005,Summer,8.831549813099965
inmcm4,rcp85,Contributing Zone,1950-2005,Summer,8.99283454393744
IPSL-CM5A-LR,rcp85,Contributing Zone,1950-2005,Summer,9.00050744021077
IPSL-CM5A-MR,rcp85,Contributing Zone,1950-2005,Summer,8.939395258183593
IPSL-CM5B-LR,rcp85,Contributing Zone,1950-2005,Summer,8.855911377437105
MIROC-ESM-CHEM,rcp85,Contributing Zone,1950-2005,Summer,8.803078380104388
MIROC-ESM,rcp85,Contributing Zone,1950-2005,Summer,8.868604707331833
MIROC5,rcp85,Contributing Zone,1950-2005,Summer,8.800448784277032
MRI-CGCM3,rcp85,Contributing Zone,1950-2005,Summer,8.842890627386769
NorESM1-M,rcp85,Contributing Zone,1950-2005,Summer,8.860702131174696
bcc-csm1-1-m,rcp85,Contributing Zone,2010-2039,Summer,7.743576599121172
bcc-csm1-1,rcp85,Contributing Zone,2010-2039,Summer,10.646354350290926
BNU-ESM,rcp85,Contributing Zone,2010-2039,Summer,7.82391458440763
CanESM2,rcp85,Contributing Zone,2010-2039,Summer,9.666523126991537
CCSM4,rcp85,Contributing Zone,2010-2039,Summer,9.68059416300765
CNRM-CM5,rcp85,Contributing Zone,2010-2039,Summer,10.624916199913699
CSIRO-Mk3-6-0,rcp85,Contributing Zone,2010-2039,Summer,7.4501421142539135
GFDL-ESM2G,rcp85,Contributing Zone,2010-2039,Summer,8.80388473411751
GFDL-ESM2M,rcp85,Contributing Zone,2010-2039,Summer,11.201712431392291
HadGEM2-CC365,rcp85,Contributing Zone,2010-2039,Summer,9.541057036200812
HadGEM2-ES365,rcp85,Contributing Zone,2010-2039,Summer,7.456603830219627
inmcm4,rcp85,Contributing Zone,2010-2039,Summer,8.660814431006843
IPSL-CM5A-LR,rcp85,Contributing Zone,2010-2039,Summer,8.987357010482986
IPSL-CM5A-MR,rcp85,Contributing Zone,2010-2039,Summer,7.1807838618944
IPSL-CM5B-LR,rcp85,Contributing Zone,2010-2039,Summer,9.369984524563243
MIROC-ESM-CHEM,rcp85,Contributing Zone,2010-2039,Summer,9.986749355450309
MIROC-ESM,rcp85,Contributing Zone,2010-2039,Summer,10.703062679296124
MIROC5,rcp85,Contributing Zone,2010-2039,Summer,10.845552291525399
MRI-CGCM3,rcp85,Contributing Zone,2010-2039,Summer,10.832987834247724
NorESM1-M,rcp85,Contributing Zone,2010-2039,Summer,9.63156985921644
bcc-csm1-1-m,rcp85,Contributing Zone,2040-2069,Summer,7.209697202897511
bcc-csm1-1,rcp85,Contributing Zone,2040-2069,Summer,8.218582733696158
BNU-ESM,rcp85,Contributing Zone,2040-2069,Summer,9.224154424620133
CanESM2,rcp85,Contributing Zone,2040-2069,Summer,9.285225266826254
CCSM4,rcp85,Contributing Zone,2040-2069,Summer,8.258984766004762
CNRM-CM5,rcp85,Contributing Zone,2040-2069,Summer,8.958469612038197
CSIRO-Mk3-6-0,rcp85,Contributing Zone,2040-2069,Summer,9.748583811839636
GFDL-ESM2G,rcp85,Contributing Zone,2040-2069,Summer,8.226222618905519
GFDL-ESM2M,rcp85,Contributing Zone,2040-2069,Summer,9.444018319713427
HadGEM2-CC365,rcp85,Contributing Zone,2040-2069,Summer,8.93050933171953
HadGEM2-ES365,rcp85,Contributing Zone,2040-2069,Summer,5.764977339016895
inmcm4,rcp85,Contributing Zone,2040-2069,Summer,10.177891378806162
IPSL-CM5A-LR,rcp85,Contributing Zone,2040-2069,Summer,7.95737051912539
IPSL-CM5A-MR,rcp85,Contributing Zone,2040-2069,Summer,7.7535059389873
IPSL-CM5B-LR,rcp85,Contributing Zone,2040-2069,Summer,9.551109352363154
MIROC-ESM-CHEM,rcp85,Contributing Zone,2040-2069,Summer,8.48289627997858
MIROC-ESM,rcp85,Contributing Zone,2040-2069,Summer,9.095731549664757
MIROC5,rcp85,Contributing Zone,2040-2069,Summer,10.169399850608572
MRI-CGCM3,rcp85,Contributing Zone,2040-2069,Summer,10.325363673338881
NorESM1-M,rcp85,Contributing Zone,2040-2069,Summer,9.378118750442583
bcc-csm1-1-m,rcp85,Contributing Zone,2070-2099,Summer,6.899249119972601
bcc-csm1-1,rcp85,Contributing Zone,2070-2099,Summer,5.720354928575458
BNU-ESM,rcp85,Contributing Zone,2070-2099,Summer,8.78264009233613
CanESM2,rcp85,Contributing Zone,2070-2099,Summer,8.594627954150274
CCSM4,rcp85,Contributing Zone,2070-2099,Summer,8.505029726683999
CNRM-CM5,rcp85,Contributing Zone,2070-2099,Summer,9.787982226493149
CSIRO-Mk3-6-0,rcp85,Contributing Zone,2070-2099,Summer,10.648783108235978
GFDL-ESM2G,rcp85,Contributing Zone,2070-2099,Summer,6.766864370519811
GFDL-ESM2M,rcp85,Contributing Zone,2070-2099,Summer,8.699923946868777
HadGEM2-CC365,rcp85,Contributing Zone,2070-2099,Summer,6.900229248829117
HadGEM2-ES365,rcp85,Contributing Zone,2070-2099,Summer,6.855078137294353
inmcm4,rcp85,Contributing Zone,2070-2099,Summer,12.033264373981657
IPSL-CM5A-LR,rcp85,Contributing Zone,2070-2099,Summer,6.66470987767722
IPSL-CM5A-MR,rcp85,Contributing Zone,2070-2099,Summer,7.710275640301473
IPSL-CM5B-LR,rcp85,Contributing Zone,2070-2099,Summer,9.109604160448843
MIROC-ESM-CHEM,rcp85,Contributing Zone,2070-2099,Summer,8.925341995527788
MIROC-ESM,rcp85,Contributing Zone,2070-2099,Summer,8.069384547133836
MIROC5,rcp85,Contributing Zone,2070-2099,Summer,9.944851312023637
MRI-CGCM3,rcp85,Contributing Zone,2070-2099,Summer,7.588493565243521
NorESM1-M,rcp85,Contributing Zone,2070-2099,Summer,9.31114897387102
bcc-csm1-1-m,rcp45,Recharge Zone,1971-2000,Fall,8.13648580163993
bcc-csm1-1,rcp45,Recharge Zone,1971-2000,Fall,7.769879584234964
BNU-ESM,rcp45,Recharge Zone,1971-2000,Fall,7.808897052831474
CanESM2,rcp45,Recharge Zone,1971-2000,Fall,7.631999207797299
CCSM4,rcp45,Recharge Zone,1971-2000,Fall,7.757987117226856
CNRM-CM5,rcp45,Recharge Zone,1971-2000,Fall,7.356673222366184
CSIRO-Mk3-6-0,rcp45,Recharge Zone,1971-2000,Fall,8.651098675691644
GFDL-ESM2G,rcp45,Recharge Zone,1971-2000,Fall,8.256892113116669
GFDL-ESM2M,rcp45,Recharge Zone,1971-2000,Fall,8.241089352052729
HadGEM2-CC365,rcp45,Recharge Zone,1971-2000,Fall,7.408362187995756
HadGEM2-ES365,rcp45,Recharge Zone,1971-2000,Fall,8.134522058758051
inmcm4,rcp45,Recharge Zone,1971-2000,Fall,8.203362785827375
IPSL-CM5A-LR,rcp45,Recharge Zone,1971-2000,Fall,7.757762573232864
IPSL-CM5A-MR,rcp45,Recharge Zone,1971-2000,Fall,7.721129413904905
IPSL-CM5B-LR,rcp45,Recharge Zone,1971-2000,Fall,8.007421906921907
MIROC-ESM-CHEM,rcp45,Recharge Zone,1971-2000,Fall,7.958694780091742
MIROC-ESM,rcp45,Recharge Zone,1971-2000,Fall,8.625871576173935
MIROC5,rcp45,Recharge Zone,1971-2000,Fall,7.181979550491101
MRI-CGCM3,rcp45,Recharge Zone,1971-2000,Fall,7.607723885224334
NorESM1-M,rcp45,Recharge Zone,1971-2000,Fall,7.604307350454244
bcc-csm1-1-m,rcp45,Recharge Zone,1950-2005,Fall,8.019029496677428
bcc-csm1-1,rcp45,Recharge Zone,1950-2005,Fall,7.837652190172907
BNU-ESM,rcp45,Recharge Zone,1950-2005,Fall,7.989519719639759
CanESM2,rcp45,Recharge Zone,1950-2005,Fall,7.8861685342814996
CCSM4,rcp45,Recharge Zone,1950-2005,Fall,7.914020269917893
CNRM-CM5,rcp45,Recharge Zone,1950-2005,Fall,7.800182430064245
CSIRO-Mk3-6-0,rcp45,Recharge Zone,1950-2005,Fall,8.012625313243111
GFDL-ESM2G,rcp45,Recharge Zone,1950-2005,Fall,7.891319808906191
GFDL-ESM2M,rcp45,Recharge Zone,1950-2005,Fall,8.020842347198132
HadGEM2-CC365,rcp45,Recharge Zone,1950-2005,Fall,7.904963069516348
HadGEM2-ES365,rcp45,Recharge Zone,1950-2005,Fall,7.994290227147549
inmcm4,rcp45,Recharge Zone,1950-2005,Fall,7.802619001167062
IPSL-CM5A-LR,rcp45,Recharge Zone,1950-2005,Fall,7.797447979961089
IPSL-CM5A-MR,rcp45,Recharge Zone,1950-2005,Fall,7.926856988444603
IPSL-CM5B-LR,rcp45,Recharge Zone,1950-2005,Fall,7.930372313774562
MIROC-ESM-CHEM,rcp45,Recharge Zone,1950-2005,Fall,8.057048850752835
MIROC-ESM,rcp45,Recharge Zone,1950-2005,Fall,7.988677909969806
MIROC5,rcp45,Recharge Zone,1950-2005,Fall,7.94927839834642
MRI-CGCM3,rcp45,Recharge Zone,1950-2005,Fall,7.898881053148904
NorESM1-M,rcp45,Recharge Zone,1950-2005,Fall,7.970833725508453
bcc-csm1-1-m,rcp45,Recharge Zone,2010-2039,Fall,8.9486466884403
bcc-csm1-1,rcp45,Recharge Zone,2010-2039,Fall,9.87726166816051
BNU-ESM,rcp45,Recharge Zone,2010-2039,Fall,7.557813125236333
CanESM2,rcp45,Recharge Zone,2010-2039,Fall,7.482451965761128
CCSM4,rcp45,Recharge Zone,2010-2039,Fall,7.894737037171109
CNRM-CM5,rcp45,Recharge Zone,2010-2039,Fall,6.362438038831653
CSIRO-Mk3-6-0,rcp45,Recharge Zone,2010-2039,Fall,7.304570096742456
GFDL-ESM2G,rcp45,Recharge Zone,2010-2039,Fall,7.012374486465155
GFDL-ESM2M,rcp45,Recharge Zone,2010-2039,Fall,8.284094860715491
HadGEM2-CC365,rcp45,Recharge Zone,2010-2039,Fall,6.874823158064388
HadGEM2-ES365,rcp45,Recharge Zone,2010-2039,Fall,8.069141873778502
inmcm4,rcp45,Recharge Zone,2010-2039,Fall,8.233507601574912
IPSL-CM5A-LR,rcp45,Recharge Zone,2010-2039,Fall,7.4617532073952315
IPSL-CM5A-MR,rcp45,Recharge Zone,2010-2039,Fall,7.951791227523057
IPSL-CM5B-LR,rcp45,Recharge Zone,2010-2039,Fall,8.537143176693899
MIROC-ESM-CHEM,rcp45,Recharge Zone,2010-2039,Fall,7.575317897482836
MIROC-ESM,rcp45,Recharge Zone,2010-2039,Fall,8.533421404041434
MIROC5,rcp45,Recharge Zone,2010-2039,Fall,6.090354341687812
MRI-CGCM3,rcp45,Recharge Zone,2010-2039,Fall,8.178559505576487
NorESM1-M,rcp45,Recharge Zone,2010-2039,Fall,7.1557978028349
bcc-csm1-1-m,rcp45,Recharge Zone,2040-2069,Fall,8.589698941549866
bcc-csm1-1,rcp45,Recharge Zone,2040-2069,Fall,8.584842267574553
BNU-ESM,rcp45,Recharge Zone,2040-2069,Fall,7.23140264572859
CanESM2,rcp45,Recharge Zone,2040-2069,Fall,8.146900173757391
CCSM4,rcp45,Recharge Zone,2040-2069,Fall,8.979233427516188
CNRM-CM5,rcp45,Recharge Zone,2040-2069,Fall,7.608734582178012
CSIRO-Mk3-6-0,rcp45,Recharge Zone,2040-2069,Fall,9.19663566351384
GFDL-ESM2G,rcp45,Recharge Zone,2040-2069,Fall,7.0606034114124565
GFDL-ESM2M,rcp45,Recharge Zone,2040-2069,Fall,8.328293690831249
HadGEM2-CC365,rcp45,Recharge Zone,2040-2069,Fall,8.612820667848434
HadGEM2-ES365,rcp45,Recharge Zone,2040-2069,Fall,7.294834071137742
inmcm4,rcp45,Recharge Zone,2040-2069,Fall,8.38287563730831
IPSL-CM5A-LR,rcp45,Recharge Zone,2040-2069,Fall,6.966429795651606
IPSL-CM5A-MR,rcp45,Recharge Zone,2040-2069,Fall,5.857558239919366
IPSL-CM5B-LR,rcp45,Recharge Zone,2040-2069,Fall,9.269739016941108
MIROC-ESM-CHEM,rcp45,Recharge Zone,2040-2069,Fall,8.13890494736783
MIROC-ESM,rcp45,Recharge Zone,2040-2069,Fall,8.306320036570636
MIROC5,rcp45,Recharge Zone,2040-2069,Fall,6.154703856316402
MRI-CGCM3,rcp45,Recharge Zone,2040-2069,Fall,8.838978459836625
NorESM1-M,rcp45,Recharge Zone,2040-2069,Fall,6.889587461081525
bcc-csm1-1-m,rcp45,Recharge Zone,2070-2099,Fall,8.233813528133878
bcc-csm1-1,rcp45,Recharge Zone,2070-2099,Fall,7.193010687222525
BNU-ESM,rcp45,Recharge Zone,2070-2099,Fall,6.677520536471904
CanESM2,rcp45,Recharge Zone,2070-2099,Fall,7.277455437968035
CCSM4,rcp45,Recharge Zone,2070-2099,Fall,7.991573572040709
CNRM-CM5,rcp45,Recharge Zone,2070-2099,Fall,7.72054533315273
CSIRO-Mk3-6-0,rcp45,Recharge Zone,2070-2099,Fall,8.179408894223462
GFDL-ESM2G,rcp45,Recharge Zone,2070-2099,Fall,7.712235136787915
GFDL-ESM2M,rcp45,Recharge Zone,2070-2099,Fall,9.043086340610374
HadGEM2-CC365,rcp45,Recharge Zone,2070-2099,Fall,6.555926488352371
HadGEM2-ES365,rcp45,Recharge Zone,2070-2099,Fall,11.363272820517262
inmcm4,rcp45,Recharge Zone,2070-2099,Fall,8.552218014145835
IPSL-CM5A-LR,rcp45,Recharge Zone,2070-2099,Fall,7.222975322181269
IPSL-CM5A-MR,rcp45,Recharge Zone,2070-2099,Fall,6.268630445472502
IPSL-CM5B-LR,rcp45,Recharge Zone,2070-2099,Fall,8.90909589221479
MIROC-ESM-CHEM,rcp45,Recharge Zone,2070-2099,Fall,7.69633995708971
MIROC-ESM,rcp45,Recharge Zone,2070-2099,Fall,8.880449854681196
MIROC5,rcp45,Recharge Zone,2070-2099,Fall,7.010911090117686
MRI-CGCM3,rcp45,Recharge Zone,2070-2099,Fall,10.594850793779433
NorESM1-M,rcp45,Recharge Zone,2070-2099,Fall,7.6209887938706595
bcc-csm1-1-m,rcp85,Recharge Zone,1971-2000,Fall,8.13648580163993
bcc-csm1-1,rcp85,Recharge Zone,1971-2000,Fall,7.769879584234964
BNU-ESM,rcp85,Recharge Zone,1971-2000,Fall,7.808897052831474
CanESM2,rcp85,Recharge Zone,1971-2000,Fall,7.631999207797299
CCSM4,rcp85,Recharge Zone,1971-2000,Fall,7.757987117226856
CNRM-CM5,rcp85,Recharge Zone,1971-2000,Fall,7.356673222366184
CSIRO-Mk3-6-0,rcp85,Recharge Zone,1971-2000,Fall,8.651098675691644
GFDL-ESM2G,rcp85,Recharge Zone,1971-2000,Fall,8.256892113116669
GFDL-ESM2M,rcp85,Recharge Zone,1971-2000,Fall,8.241089352052729
HadGEM2-CC365,rcp85,Recharge Zone,1971-2000,Fall,7.408362187995756
HadGEM2-ES365,rcp85,Recharge Zone,1971-2000,Fall,8.134522058758051
inmcm4,rcp85,Recharge Zone,1971-2000,Fall,8.203362785827375
IPSL-CM5A-LR,rcp85,Recharge Zone,1971-2000,Fall,7.757762573232864
IPSL-CM5A-MR,rcp85,Recharge Zone,1971-2000,Fall,7.721129413904905
IPSL-CM5B-LR,rcp85,Recharge Zone,1971-2000,Fall,8.007421906921907
MIROC-ESM-CHEM,rcp85,Recharge Zone,1971-2000,Fall,7.958694780091742
MIROC-ESM,rcp85,Recharge Zone,1971-2000,Fall,8.625871576173935
MIROC5,rcp85,Recharge Zone,1971-2000,Fall,7.181979550491101
MRI-CGCM3,rcp85,Recharge Zone,1971-2000,Fall,7.607723885224334
NorESM1-M,rcp85,Recharge Zone,1971-2000,Fall,7.604307350454244
bcc-csm1-1-m,rcp85,Recharge Zone,1950-2005,Fall,8.019029496677428
bcc-csm1-1,rcp85,Recharge Zone,1950-2005,Fall,7.837652190172907
BNU-ESM,rcp85,Recharge Zone,1950-2005,Fall,7.989519719639759
CanESM2,rcp85,Recharge Zone,1950-2005,Fall,7.8861685342814996
CCSM4,rcp85,Recharge Zone,1950-2005,Fall,7.914020269917893
CNRM-CM5,rcp85,Recharge Zone,1950-2005,Fall,7.800182430064245
CSIRO-Mk3-6-0,rcp85,Recharge Zone,1950-2005,Fall,8.012625313243111
GFDL-ESM2G,rcp85,Recharge Zone,1950-2005,Fall,7.891319808906191
GFDL-ESM2M,rcp85,Recharge Zone,1950-2005,Fall,8.020842347198132
HadGEM2-CC365,rcp85,Recharge Zone,1950-2005,Fall,7.904963069516348
HadGEM2-ES365,rcp85,Recharge Zone,1950-2005,Fall,7.994290227147549
inmcm4,rcp85,Recharge Zone,1950-2005,Fall,7.802619001167062
IPSL-CM5A-LR,rcp85,Recharge Zone,1950-2005,Fall,7.797447979961089
IPSL-CM5A-MR,rcp85,Recharge Zone,1950-2005,Fall,7.926856988444603
IPSL-CM5B-LR,rcp85,Recharge Zone,1950-2005,Fall,7.930372313774562
MIROC-ESM-CHEM,rcp85,Recharge Zone,1950-2005,Fall,8.057048850752835
MIROC-ESM,rcp85,Recharge Zone,1950-2005,Fall,7.988677909969806
MIROC5,rcp85,Recharge Zone,1950-2005,Fall,7.94927839834642
MRI-CGCM3,rcp85,Recharge Zone,1950-2005,Fall,7.898881053148904
NorESM1-M,rcp85,Recharge Zone,1950-2005,Fall,7.970833725508453
bcc-csm1-1-m,rcp85,Recharge Zone,2010-2039,Fall,9.106688402356035
bcc-csm1-1,rcp85,Recharge Zone,2010-2039,Fall,8.36042695423677
BNU-ESM,rcp85,Recharge Zone,2010-2039,Fall,7.482732268335266
CanESM2,rcp85,Recharge Zone,2010-2039,Fall,7.607350722835602
CCSM4,rcp85,Recharge Zone,2010-2039,Fall,8.692919798449008
CNRM-CM5,rcp85,Recharge Zone,2010-2039,Fall,8.372886667367196
CSIRO-Mk3-6-0,rcp85,Recharge Zone,2010-2039,Fall,8.197072709559077
GFDL-ESM2G,rcp85,Recharge Zone,2010-2039,Fall,8.209863350574976
GFDL-ESM2M,rcp85,Recharge Zone,2010-2039,Fall,8.369399315604154
HadGEM2-CC365,rcp85,Recharge Zone,2010-2039,Fall,7.880125870976353
HadGEM2-ES365,rcp85,Recharge Zone,2010-2039,Fall,7.903606043071481
